,prefix,input_text,target_text
333,DART,English_Without_Tears | director | Harold_French && Terence_Rattigan | deathYear | 1977-01-01 && Harold_French | activeYearsStartYear | 1920-01-01 && English_Without_Tears | writer | Anatole_de_Grunwald && English_Without_Tears | writer | Terence_Rattigan,English Without Tears is a movie directed by Harold French who became an active actor in 1920. The movie was written by Anatole de Grunwald and Terence Rattigan. Rattigan passed away in 1977.
334,DART,Bananaman | creator | Steve_Bright && Bananaman | network | BBC && Bananaman | creator | Steve_Bright && Bananaman | broadcastedBy | BBC,"The BBC broadcasted Bananaman, which was created by Steve Bright."
335,DART,Bananaman | creator | Steve_Bright && Bananaman | network | BBC && Bananaman | creator | Steve_Bright && Bananaman | broadcastedBy | BBC,Steve Bright is the creator of Bananaman which is broadcast by the BBC.
336,DART,Bananaman | creator | Steve_Bright && Bananaman | network | BBC && Bananaman | creator | Steve_Bright && Bananaman | broadcastedBy | BBC,"Bananaman, the TV series created by Steve Bright, was shown on the BBC."
337,DART,"Gdynia | leaderTitle | Mayor && Gdynia,_Poland | leaderTitle | Mayor","The leader of Gdynia, Poland is called the Mayor."
338,DART,"Gdynia | leaderTitle | Mayor && Gdynia,_Poland | leaderTitle | Mayor",Gdynia is the city in Poland under the leadership of Mayor.
339,DART,"Gdynia | leaderTitle | Mayor && Gdynia,_Poland | leaderTitle | Mayor","One of the leaders of Gdynia, Poland is the Mayor."
340,DART,"Darlington | postalCode | DL1, DL2, DL3 && Darlington | postalCode | ""DL1, DL2, DL3""","The zip code areas in Darlington are DL1, DL2, DL3."
341,DART,"Darlington | postalCode | DL1, DL2, DL3 && Darlington | postalCode | ""DL1, DL2, DL3""","The postal codes within Darlington are DL1, DL2, and DL3."
342,DART,"Darlington | postalCode | DL1, DL2, DL3 && Darlington | postalCode | ""DL1, DL2, DL3""","Darlington's postal codes are as followed: DL1, DL2, and DL3."
343,DART,Hypermarcas | industry | Pharmaceuticals && Hypermarcas | keyPerson | CEO && Hypermarcas | foundingDate | 2001-01-01 && Hypermarcas | type | S.A._(corporation) && Hypermarcas | numberOfEmployees | 10252,"Hypermarcas is a drug maker in the pharmaceutical industry. They were founded in Brazil on January 1, 2001, and employ 10252 people. They are an S.A. corporation, and are managed by a CEO."
344,DART,Hypermarcas | industry | Pharmaceuticals && Hypermarcas | keyPerson | CEO && Hypermarcas | foundingDate | 2001-01-01 && Hypermarcas | type | S.A._(corporation) && Hypermarcas | numberOfEmployees | 10252,"Hypermarcas was founded in 2001-01-01, it is a type of S.A corporation which has 10252 employees. It is a pharmaceutical company located in Brazil that make drugs. It is managed by a CEO."
345,DART,Hypermarcas | industry | Pharmaceuticals && Hypermarcas | keyPerson | CEO && Hypermarcas | foundingDate | 2001-01-01 && Hypermarcas | type | S.A._(corporation) && Hypermarcas | numberOfEmployees | 10252,"Hypermarcas is a pharmaceutical drug company located in Brazil. They were founded on January 1, 2001, and employ 10,252 people. They are an S.A. corporation, headed up by their CEO."
346,DART,Aleksandr_Prudnikov | youthclubs | FC_Spartak_Moscow && FC_Spartak_Moscow | ground | Otkrytiye_Arena && Aleksandr_Prudnikov | birthDate | 1989-02-24 && Aleksandr_Prudnikov | youthclub | FC_Spartak_Moscow && FC_Spartak_Moscow | ground | Otkrytiye_Arena,Aleksandr Prudnikov was born on 1989-02-24 and played for FC Spartak Moscow's youth team. Its team grounds are the Otkrytiye Arena.
347,DART,Aleksandr_Prudnikov | youthclubs | FC_Spartak_Moscow && FC_Spartak_Moscow | ground | Otkrytiye_Arena && Aleksandr_Prudnikov | birthDate | 1989-02-24 && Aleksandr_Prudnikov | youthclub | FC_Spartak_Moscow && FC_Spartak_Moscow | ground | Otkrytiye_Arena,"Aleksandr Prudnikov was born on February 24, 1989 and is a member of the youth side of FC Spartak Moscow which plays out of Otkrytiye Arena."
348,DART,Aleksandr_Prudnikov | youthclubs | FC_Spartak_Moscow && FC_Spartak_Moscow | ground | Otkrytiye_Arena && Aleksandr_Prudnikov | birthDate | 1989-02-24 && Aleksandr_Prudnikov | youthclub | FC_Spartak_Moscow && FC_Spartak_Moscow | ground | Otkrytiye_Arena,"Aleksandr Prudnikov who was born on 24th February 1989, played youth football for FC Spartak Moscow who play at the Otkrytiye Arena."
349,DART,Nie_Haisheng | nationality | People's_Republic_of_China && Nie_Haisheng | birthDate | 1964-10-13 && Nie_Haisheng | birthPlace | Hubei && Nie_Haisheng | nationality | People's_Republic_of_China && Nie_Haisheng | birthDate | 1964-10-13,"Nie Haisheng from the People's Republic of China was born in Hubei October 13, 1964."
350,DART,Nie_Haisheng | nationality | People's_Republic_of_China && Nie_Haisheng | birthDate | 1964-10-13 && Nie_Haisheng | birthPlace | Hubei && Nie_Haisheng | nationality | People's_Republic_of_China && Nie_Haisheng | birthDate | 1964-10-13,"Nie Haisheng was born on the 13th of October, 1964 in Hubei in the People's Republic of China."
351,DART,Nie_Haisheng | nationality | People's_Republic_of_China && Nie_Haisheng | birthDate | 1964-10-13 && Nie_Haisheng | birthPlace | Hubei && Nie_Haisheng | nationality | People's_Republic_of_China && Nie_Haisheng | birthDate | 1964-10-13,"Nie Haisheng, born in Hubei Province on 10/13/1964, is a citizen of the People's Republic of China."
352,DART,Turkey | demonym | Turk && Turkey | demonym | Turk,Turk is the demonym for residents of Turkey.
353,DART,Turkey | demonym | Turk && Turkey | demonym | Turk,An inhabitant of Turkey is called a Turk.
354,DART,Turkey | demonym | Turk && Turkey | demonym | Turk,"The demonym for people who live in Turkey is ""Turk""."
355,DART,Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | runtime | 98.0 && Super_Capers | starring | Danielle_Harris && Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | runtime | 98.0,"Super Capers, a film written by Ray Griggs, is 98 minutes long. Danielle Harris was one of the stars of the movie."
356,DART,Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | runtime | 98.0 && Super_Capers | starring | Danielle_Harris && Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | runtime | 98.0,The film Super Capers is written by Ray Griggs and stars Danielle Harris. The film's running time is 98 minutes.
357,DART,Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | runtime | 98.0 && Super_Capers | starring | Danielle_Harris && Super_Capers | writer | Ray_Griggs_(director) && Super_Capers | runtime | 98.0,"The 98.0 minute film,Super Capers starring Danielle Harris was written by the director Ray Griggs."
358,DART,Harold_French | birthYear | 1897-01-01 && English_Without_Tears | writer | Terence_Rattigan && Terence_Rattigan | deathDate | 1977-11-30 && English_Without_Tears | director | Harold_French && Harold_French | birthYear | 1897,"The film ""English Without Tears"" was written by Terence Rattigan, who died on 30/11/1977. The film's director, Harold French, was born in 1897."
359,DART,Harold_French | birthYear | 1897-01-01 && English_Without_Tears | writer | Terence_Rattigan && Terence_Rattigan | deathDate | 1977-11-30 && English_Without_Tears | director | Harold_French && Harold_French | birthYear | 1897,"Harold French who was born in 1897 directed the film, English Without tears. Terence Rattigan wrote the movie and died on November 30th, 1977."
360,DART,Harold_French | birthYear | 1897-01-01 && English_Without_Tears | writer | Terence_Rattigan && Terence_Rattigan | deathDate | 1977-11-30 && English_Without_Tears | director | Harold_French && Harold_French | birthYear | 1897,"English Without Tears was directed by Harold French who was born in 1897. It was written by Terence Rattigan who died on November 30th, 1977."
361,DART,It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor,John Mills starred in the 1956 film It’s Great to Be Young which featured cinematography by Gilbert Taylor.
362,DART,It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor,John Mills played the leading role in the 1956 movie It's Great to be Young which had Gilbert Taylor as cinematographer.
363,DART,It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor && It's_Great_to_Be_Young_(1956_film) | starring | John_Mills && It's_Great_to_Be_Young_(1956_film) | cinematography | Gilbert_Taylor,"John Mills had a main role in the movie It's Great to Be Young, which had its cinematography done by Gilbert Taylor."
364,DART,Olga_Bondareva | almaMater | Leningrad_State_University && Olga_Bondareva | deathDate | 1991-12-09 && Olga_Bondareva | birthDate | 1937-04-27 && Olga_Bondareva | almaMater | Leningrad_State_University && Olga_Bondareva | deathDate | 1991-12-09,"Olga Bondareva, who lived from April 27th, 1937 to December 9th, 1991, was a student at Leningrad State University."
365,DART,Olga_Bondareva | almaMater | Leningrad_State_University && Olga_Bondareva | deathDate | 1991-12-09 && Olga_Bondareva | birthDate | 1937-04-27 && Olga_Bondareva | almaMater | Leningrad_State_University && Olga_Bondareva | deathDate | 1991-12-09,"Olga Bondareva (born on April 27, 1937) graduated from Leningrad State University, and died on the ninth of December 1991."
366,DART,Olga_Bondareva | almaMater | Leningrad_State_University && Olga_Bondareva | deathDate | 1991-12-09 && Olga_Bondareva | birthDate | 1937-04-27 && Olga_Bondareva | almaMater | Leningrad_State_University && Olga_Bondareva | deathDate | 1991-12-09,"Olga Bondareva, an alumnus of Leningrad State University, was born April 27, 1937 and died December 9, 1991."
367,DART,Chinabank | foundingYear | 1920-01-01 && Chinabank | type | Public_company && Chinabank | foundingDate | 1920-08-16 && Chinabank | type | Public_company,Chinabank is a public company that was founded on 1920-08-16.
368,DART,Chinabank | foundingYear | 1920-01-01 && Chinabank | type | Public_company && Chinabank | foundingDate | 1920-08-16 && Chinabank | type | Public_company,"Chinabank is a publicly traded company that was founded on the 16th of August, 1920."
369,DART,Chinabank | foundingYear | 1920-01-01 && Chinabank | type | Public_company && Chinabank | foundingDate | 1920-08-16 && Chinabank | type | Public_company,Chinabank is a publicly traded company that was founded on 08-16-1920.
370,DART,"Akeem_Ayers | birthYear | ""1989""^^xsd:gYear && Akeem_Ayers | debutTeam | Tennessee_Titans && Akeem_Ayers | birthYear | 1989 && Akeem_Ayers | debutTeam | Tennessee_Titans","Born in 1989, Akeem Ayers began his NFL career with the Tennessee Titans."
371,DART,"Akeem_Ayers | birthYear | ""1989""^^xsd:gYear && Akeem_Ayers | debutTeam | Tennessee_Titans && Akeem_Ayers | birthYear | 1989 && Akeem_Ayers | debutTeam | Tennessee_Titans","Akeem Ayers, born in 1989, made his debut for the Tennessee Titans."
372,DART,The_Fellowship_of_the_Ring | literaryGenre | Fantasy_(genre) && The_Fellowship_of_the_Ring | literaryGenre | Fantasy_(genre),The Fellowship of the Ring belongs to the fantasy genre.
373,DART,The_Fellowship_of_the_Ring | literaryGenre | Fantasy_(genre) && The_Fellowship_of_the_Ring | literaryGenre | Fantasy_(genre),Fantasy is The Fellowship of the Ring's genre.
374,DART,The_Fellowship_of_the_Ring | literaryGenre | Fantasy_(genre) && The_Fellowship_of_the_Ring | literaryGenre | Fantasy_(genre),The Fellowship of the Ring belongs to the fantasy literary genre.
375,DART,Abraham_A._Ribicoff | deathPlace | United_States && United_States | ethnicGroup | African_Americans && Abraham_A._Ribicoff | spouse | Casey_Ribicoff && Abraham_A._Ribicoff | deathPlace | United_States && United_States | ethnicGroup | African_Americans,"In the United States, one of the national ethnic groups are the African Americans. The United States is where Abraham A. Ribicoff, who was married to Casey Ribicoff, died."
376,DART,Abraham_A._Ribicoff | deathPlace | United_States && United_States | ethnicGroup | African_Americans && Abraham_A._Ribicoff | spouse | Casey_Ribicoff && Abraham_A._Ribicoff | deathPlace | United_States && United_States | ethnicGroup | African_Americans,"In the USA, where African Americans are a national ethnic group, Casey Ribicoff and Abraham A. Ribicoff were married and Abraham later died there."
377,DART,Abraham_A._Ribicoff | deathPlace | United_States && United_States | ethnicGroup | African_Americans && Abraham_A._Ribicoff | spouse | Casey_Ribicoff && Abraham_A._Ribicoff | deathPlace | United_States && United_States | ethnicGroup | African_Americans,Abraham Ribicoff died in the United States where African Americans are a national ethnic group. He was married to Casey Ribicoff.
378,DART,"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSouthwest | Frederick_County,_Maryland && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property","The 11th Mississippi Infantry Monument is located in Adams County, Pennsylvania and was erected in 2000. The monument is in the municipality of Gettysburg in Pennsylvania and is categorised as a contributing property. Southwest of Adams County lies Frederick County Maryland."
379,DART,"11th_Mississippi_Infantry_Monument | established | 2000 && 11th_Mississippi_Infantry_Monument | location | Adams_County,_Pennsylvania && Adams_County,_Pennsylvania | hasToItsSouthwest | Frederick_County,_Maryland && 11th_Mississippi_Infantry_Monument | municipality | Gettysburg,_Pennsylvania && 11th_Mississippi_Infantry_Monument | category | Contributing_property","The 11th Mississippi Infantry Monument is in the municipality of Gettysburg, Pennsylvania and falls under the category of contributing property. The monument is in Adams County, which has Frederick County, Maryland to the southwest, and was established in the year 2000."
